transaction_id	vendor_id	vendor_name	amount	currency	transaction_date	invoice_number	description
TXN-10248	VEND-108	Metro Facilities Pvt Ltd	27500	INR	30-09-2026 13:02	INV-20248	Goods receipt settlement
TXN-10249	VEND-107	Prime Components India	42000	INR	25-09-2026 15:44	INV-20249	Service invoice payment
TXN-10250	VEND-104	BluePeak Consulting	42000	INR	21-09-2026 05:07	INV-20250	ERP remittance
TXN-10251	VEND-107	Prime Components India	12000	INR	08-09-2026 10:17	INV-20251	Service invoice payment
TXN-10252	VEND-109	Sapphire Security Systems	67500	INR	17-09-2026 20:50	INV-20252	Service invoice payment
TXN-10253	VEND-104	BluePeak Consulting	56000	INR	17-09-2026 04:34	INV-20253	ERP remittance
TXN-10254	VEND-100	TechNova India Pvt Ltd	125000	INR	22-09-2026 03:27	INV-20254	Service invoice payment
TXN-10255	VEND-102	Vertex Industrial Systems	84500	INR	09-09-2026 23:38	INV-20255	Service invoice payment
TXN-10256	VEND-100	TechNova India Pvt Ltd	84500	INR	02-09-2026 18:44	INV-20256	ERP remittance
TXN-10257	VEND-101	Global Logistics Solutions	22000	INR	10-09-2026 13:56	INV-20257	Service invoice payment
TXN-10258	VEND-103	Apex Office Supplies	92000	INR	09-09-2026 11:32	INV-20258	Purchase order payment
TXN-10259	VEND-103	Apex Office Supplies	56000	INR	08-09-2026 01:05	INV-20259	ERP remittance
TXN-10260	VEND-100	TechNova India Pvt Ltd	22000	INR	11-09-2026 14:31	INV-20260	Purchase order payment
TXN-10261	VEND-107	Prime Components India	27500	INR	14-09-2026 14:18	INV-20261	Goods receipt settlement
TXN-10262	VEND-103	Apex Office Supplies	15000	INR	07-09-2026 19:03	INV-20262	Purchase order payment
TXN-10263	VEND-104	BluePeak Consulting	67500	INR	04-09-2026 16:57	INV-20263	Supplier invoice settlement
TXN-10264	VEND-109	Sapphire Security Systems	18500	INR	03-09-2026 12:07	INV-20264	ERP remittance
TXN-10265	VEND-102	Vertex Industrial Systems	22000	INR	16-09-2026 23:08	INV-20265	Supplier invoice settlement
TXN-10266	VEND-105	Orion Manufacturing Co	125000	INR	01-09-2026 12:24	INV-20266	Supplier invoice settlement
TXN-10267	VEND-105	Orion Manufacturing Co	56000	INR	12-09-2026 16:32	INV-20267	Goods receipt settlement
TXN-10268	VEND-108	Metro Facilities Pvt Ltd	8500	INR	13-09-2026 23:57	INV-20268	Service invoice payment
TXN-10269	VEND-109	Sapphire Security Systems	15000	INR	24-09-2026 21:52	INV-20269	Service invoice payment
TXN-10270	VEND-103	Apex Office Supplies	92000	INR	13-09-2026 09:28	INV-20270	Supplier invoice settlement
TXN-10271	VEND-105	Orion Manufacturing Co	92000	INR	13-09-2026 19:53	INV-20271	Goods receipt settlement
TXN-10272	VEND-101	Global Logistics Solutions	27500	INR	23-09-2026 13:08	INV-20272	Service invoice payment
TXN-10273	VEND-106	Nimbus Cloud Services	22000	INR	21-09-2026 01:17	INV-20273	Supplier invoice settlement
TXN-10274	VEND-100	TechNova India Pvt Ltd	67500	INR	15-09-2026 16:46	INV-20274	Supplier invoice settlement
TXN-10275	VEND-100	TechNova India Pvt Ltd	27500	INR	12-09-2026 01:34	INV-20275	Service invoice payment
TXN-10276	VEND-103	Apex Office Supplies	12000	INR	26-09-2026 09:59	INV-20276	Goods receipt settlement
TXN-10277	VEND-108	Metro Facilities Pvt Ltd	34000	INR	20-09-2026 08:28	INV-20277	Goods receipt settlement
TXN-10278	VEND-106	Nimbus Cloud Services	18500	INR	27-09-2026 09:27	INV-20278	Service invoice payment
TXN-10279	VEND-109	Sapphire Security Systems	22000	INR	21-09-2026 11:29	INV-20279	Supplier invoice settlement
TXN-10280	VEND-104	BluePeak Consulting	22000	INR	11-09-2026 15:20	INV-20280	Supplier invoice settlement
TXN-10281	VEND-100	TechNova India Pvt Ltd	56000	INR	30-09-2026 21:11	INV-20281	Purchase order payment
TXN-10282	VEND-104	BluePeak Consulting	180000	INR	25-09-2026 08:55	INV-20282	Goods receipt settlement
TXN-10283	VEND-108	Metro Facilities Pvt Ltd	180000	INR	27-09-2026 10:52	INV-20283	ERP remittance
TXN-10284	VEND-101	Global Logistics Solutions	92000	INR	01-10-2026 02:01	INV-20284	Supplier invoice settlement
TXN-10285	VEND-102	Vertex Industrial Systems	67500	INR	23-09-2026 19:00	INV-20285	Purchase order payment
TXN-10286	VEND-106	Nimbus Cloud Services	34000	INR	09-09-2026 16:40	INV-20286	Goods receipt settlement
TXN-10287	VEND-104	BluePeak Consulting	12000	INR	02-09-2026 01:38	INV-20287	Purchase order payment
TXN-10288	VEND-108	Metro Facilities Pvt Ltd	18500	INR	11-09-2026 20:26	INV-20288	Service invoice payment
TXN-10289	VEND-105	Orion Manufacturing Co	125000	INR	29-09-2026 17:24	INV-20289	ERP remittance
TXN-10290	VEND-108	Metro Facilities Pvt Ltd	84500	INR	02-09-2026 21:52	INV-20290	Service invoice payment
TXN-10291	VEND-107	Prime Components India	84500	INR	02-09-2026 13:12	INV-20291	Purchase order payment
TXN-10292	VEND-100	TechNova India Pvt Ltd	67500	INR	14-09-2026 08:06	INV-20292	ERP remittance
TXN-10293	VEND-101	Global Logistics Solutions	84500	INR	25-09-2026 09:53	INV-20293	ERP remittance
TXN-10294	VEND-106	Nimbus Cloud Services	27500	INR	11-09-2026 01:39	INV-20294	Purchase order payment
TXN-10295	VEND-105	Orion Manufacturing Co	92000	INR	17-09-2026 10:31	INV-20295	Goods receipt settlement
TXN-10296	VEND-106	Nimbus Cloud Services	18500	INR	06-09-2026 18:11	INV-20296	Goods receipt settlement
TXN-10297	VEND-107	Prime Components India	92000	INR	23-09-2026 01:47	INV-20297	ERP remittance
TXN-10298	VEND-107	Prime Components India	12000	INR	13-09-2026 02:40	INV-20298	Service invoice payment
TXN-10299	VEND-104	BluePeak Consulting	92000	INR	28-09-2026 06:20	INV-20299	ERP remittance
TXN-10300	VEND-100	TechNova India Pvt Ltd	8500	INR	07-09-2026 22:00	INV-20300	Service invoice payment
TXN-10301	VEND-109	Sapphire Security Systems	22000	INR	29-09-2026 09:35	INV-20301	Goods receipt settlement
TXN-10302	VEND-101	Global Logistics Solutions	84500	INR	26-09-2026 00:20	INV-20302	Service invoice payment
TXN-10303	VEND-105	Orion Manufacturing Co	12000	INR	15-09-2026 02:37	INV-20303	Service invoice payment
TXN-10304	VEND-109	Sapphire Security Systems	125000	INR	17-09-2026 13:12	INV-20304	Purchase order payment
TXN-10305	VEND-100	TechNova India Pvt Ltd	56000	INR	20-09-2026 06:02	INV-20305	Supplier invoice settlement
TXN-10306	VEND-105	Orion Manufacturing Co	42000	INR	03-09-2026 10:51	INV-20306	ERP remittance
TXN-10307	VEND-109	Sapphire Security Systems	12000	INR	29-09-2026 19:28	INV-20307	Goods receipt settlement
TXN-10308	VEND-100	TechNova India Pvt Ltd	42000	INR	13-09-2026 20:14	INV-20308	Goods receipt settlement
TXN-10309	VEND-105	Orion Manufacturing Co	42000	INR	08-09-2026 20:15	INV-20309	Service invoice payment
TXN-10310	VEND-105	Orion Manufacturing Co	18500	INR	01-10-2026 05:37	INV-20310	Goods receipt settlement
TXN-10311	VEND-101	Global Logistics Solutions	12000	INR	06-09-2026 03:52	INV-20311	ERP remittance
TXN-10312	VEND-105	Orion Manufacturing Co	34000	INR	22-09-2026 10:01	INV-20312	Goods receipt settlement
TXN-10313	VEND-102	Vertex Industrial Systems	27500	INR	03-09-2026 16:59	INV-20313	ERP remittance
TXN-10314	VEND-102	Vertex Industrial Systems	84500	INR	17-09-2026 19:56	INV-20314	Service invoice payment
TXN-10315	VEND-108	Metro Facilities Pvt Ltd	92000	INR	08-09-2026 10:30	INV-20315	Supplier invoice settlement
TXN-10316	VEND-103	Apex Office Supplies	125000	INR	06-09-2026 18:11	INV-20316	ERP remittance
TXN-10317	VEND-109	Sapphire Security Systems	15000	INR	07-09-2026 13:47	INV-20317	Service invoice payment
TXN-10318	VEND-105	Orion Manufacturing Co	42000	INR	22-09-2026 23:58	INV-20318	Supplier invoice settlement
TXN-10319	VEND-102	Vertex Industrial Systems	125000	INR	06-09-2026 06:22	INV-20319	ERP remittance
TXN-10320	VEND-101	Global Logistics Solutions	27500	INR	07-09-2026 12:41	INV-20320	ERP remittance
TXN-10321	VEND-102	Vertex Industrial Systems	22000	INR	03-09-2026 00:58	INV-20321	Service invoice payment
TXN-10322	VEND-103	Apex Office Supplies	92000	INR	08-09-2026 22:38	INV-20322	Service invoice payment
TXN-10323	VEND-101	Global Logistics Solutions	22000	INR	16-09-2026 12:57	INV-20323	Purchase order payment
TXN-10324	VEND-101	Global Logistics Solutions	18500	INR	02-09-2026 01:12	INV-20324	Purchase order payment
TXN-10325	VEND-101	Global Logistics Solutions	56000	INR	06-09-2026 11:22	INV-20325	Purchase order payment
TXN-10326	VEND-107	Prime Components India	84500	INR	29-09-2026 17:30	INV-20326	Goods receipt settlement
TXN-10327	VEND-109	Sapphire Security Systems	18500	INR	05-09-2026 07:25	INV-20327	Purchase order payment
TXN-10328	VEND-103	Apex Office Supplies	42000	INR	14-09-2026 04:19	INV-20328	Supplier invoice settlement
TXN-10329	VEND-109	Sapphire Security Systems	15000	INR	18-09-2026 03:10	INV-20329	Purchase order payment
TXN-10330	VEND-103	Apex Office Supplies	22000	INR	20-09-2026 14:57	INV-20330	Goods receipt settlement
TXN-10331	VEND-108	Metro Facilities Pvt Ltd	15000	INR	11-09-2026 07:06	INV-20331	Service invoice payment
TXN-10332	VEND-103	Apex Office Supplies	27500	INR	02-09-2026 14:13	INV-20332	Purchase order payment
TXN-10333	VEND-101	Global Logistics Solutions	18500	INR	11-09-2026 00:12	INV-20333	Purchase order payment
TXN-10334	VEND-100	TechNova India Pvt Ltd	12000	INR	20-09-2026 08:10	INV-20334	Purchase order payment
TXN-10335	VEND-105	Orion Manufacturing Co	67500	INR	15-09-2026 14:39	INV-20335	Service invoice payment
TXN-10336	VEND-106	Nimbus Cloud Services	84500	INR	22-09-2026 17:48	INV-20336	ERP remittance
TXN-10337	VEND-107	Prime Components India	67500	INR	17-09-2026 01:01	INV-20337	Service invoice payment
TXN-10338	VEND-101	Global Logistics Solutions	67500	INR	23-09-2026 11:03	INV-20338	Service invoice payment
TXN-10339	VEND-107	Prime Components India	125000	INR	11-09-2026 18:27	INV-20339	Goods receipt settlement
TXN-10340	VEND-107	Prime Components India	92000	INR	25-09-2026 18:37	INV-20340	Purchase order payment
TXN-10341	VEND-104	BluePeak Consulting	125000	INR	16-09-2026 13:29	INV-20341	Service invoice payment
TXN-10342	VEND-102	Vertex Industrial Systems	84500	INR	26-09-2026 10:35	INV-20342	Service invoice payment
TXN-10343	VEND-104	BluePeak Consulting	180000	INR	27-09-2026 02:27	INV-20343	Goods receipt settlement
TXN-10344	VEND-105	Orion Manufacturing Co	12000	INR	07-09-2026 23:37	INV-20344	Supplier invoice settlement
TXN-10345	VEND-107	Prime Components India	8500	INR	14-09-2026 12:53	INV-20345	Goods receipt settlement
TXN-10346	VEND-104	BluePeak Consulting	125000	INR	30-09-2026 12:03	INV-20346	ERP remittance
TXN-10347	VEND-101	Global Logistics Solutions	34000	INR	22-09-2026 07:26	INV-20347	ERP remittance
TXN-10348	VEND-101	Global Logistics Solutions	8500	INR	30-09-2026 10:12	INV-20348	Goods receipt settlement
TXN-10349	VEND-106	Nimbus Cloud Services	8500	INR	20-09-2026 15:45	INV-20349	Purchase order payment
TXN-10350	VEND-100	TechNova India Pvt Ltd	34000	INR	28-09-2026 09:23	INV-20350	Goods receipt settlement
TXN-10351	VEND-100	TechNova India Pvt Ltd	56000	INR	02-09-2026 22:24	INV-20351	Supplier invoice settlement
TXN-10352	VEND-101	Global Logistics Solutions	56000	INR	21-09-2026 18:49	INV-20352	Supplier invoice settlement
TXN-10353	VEND-106	Nimbus Cloud Services	56000	INR	13-09-2026 22:13	INV-20353	Goods receipt settlement
TXN-10354	VEND-106	Nimbus Cloud Services	125000	INR	22-09-2026 11:35	INV-20354	Purchase order payment
TXN-10355	VEND-101	Global Logistics Solutions	27500	INR	22-09-2026 17:12	INV-20355	Service invoice payment
TXN-10356	VEND-106	Nimbus Cloud Services	84500	INR	10-09-2026 05:53	INV-20356	Goods receipt settlement
TXN-10357	VEND-102	Vertex Industrial Systems	56000	INR	23-09-2026 18:51	INV-20357	Goods receipt settlement
TXN-10358	VEND-106	Nimbus Cloud Services	42000	INR	12-09-2026 14:31	INV-20358	Supplier invoice settlement
TXN-10359	VEND-102	Vertex Industrial Systems	180000	INR	11-09-2026 02:32	INV-20359	Goods receipt settlement
TXN-10360	VEND-100	TechNova India Pvt Ltd	12000	INR	16-09-2026 15:13	INV-20360	Goods receipt settlement
TXN-10361	VEND-106	Nimbus Cloud Services	42000	INR	21-09-2026 12:30	INV-20361	Purchase order payment
TXN-10362	VEND-100	TechNova India Pvt Ltd	12000	INR	26-09-2026 03:27	INV-20362	ERP remittance
TXN-10363	VEND-109	Sapphire Security Systems	56000	INR	03-09-2026 07:23	INV-20363	Service invoice payment
TXN-10364	VEND-109	Sapphire Security Systems	12000	INR	20-09-2026 06:16	INV-20364	Purchase order payment
TXN-10365	VEND-102	Vertex Industrial Systems	67500	INR	16-09-2026 16:45	INV-20365	ERP remittance
TXN-10366	VEND-108	Metro Facilities Pvt Ltd	15000	INR	18-09-2026 11:27	INV-20366	Service invoice payment
TXN-10367	VEND-106	Nimbus Cloud Services	8500	INR	20-09-2026 12:26	INV-20367	Goods receipt settlement
TXN-10368	VEND-109	Sapphire Security Systems	8500	INR	09-09-2026 07:10	INV-20368	Service invoice payment
TXN-10369	VEND-104	BluePeak Consulting	18500	INR	20-09-2026 08:33	INV-20369	ERP remittance
TXN-10370	VEND-101	Global Logistics Solutions	180000	INR	08-09-2026 16:01	INV-20370	ERP remittance
TXN-10371	VEND-104	BluePeak Consulting	34000	INR	24-09-2026 21:28	INV-20371	Service invoice payment
TXN-10372	VEND-107	Prime Components India	8500	INR	11-09-2026 16:29	INV-20372	Supplier invoice settlement
TXN-10373	VEND-104	BluePeak Consulting	92000	INR	22-09-2026 20:40	INV-20373	ERP remittance
TXN-10374	VEND-101	Global Logistics Solutions	34000	INR	27-09-2026 06:25	INV-20374	Service invoice payment
TXN-10375	VEND-109	Sapphire Security Systems	42000	INR	27-09-2026 14:33	INV-20375	Service invoice payment
TXN-10376	VEND-106	Nimbus Cloud Services	125000	INR	16-09-2026 18:20	INV-20376	ERP remittance
TXN-10377	VEND-101	Global Logistics Solutions	84500	INR	15-09-2026 13:52	INV-20377	Goods receipt settlement
TXN-10378	VEND-105	Orion Manufacturing Co	56000	INR	24-09-2026 08:26	INV-20378	Goods receipt settlement
TXN-10379	VEND-102	Vertex Industrial Systems	15000	INR	23-09-2026 10:54	INV-20379	Supplier invoice settlement
TXN-10380	VEND-109	Sapphire Security Systems	22000	INR	07-09-2026 13:30	INV-20380	Supplier invoice settlement
TXN-10381	VEND-100	TechNova India Pvt Ltd	92000	INR	29-09-2026 08:09	INV-20381	Service invoice payment
TXN-10382	VEND-108	Metro Facilities Pvt Ltd	92000	INR	07-09-2026 09:30	INV-20382	Goods receipt settlement
TXN-10383	VEND-104	BluePeak Consulting	18500	INR	24-09-2026 18:42	INV-20383	Service invoice payment
TXN-10384	VEND-104	BluePeak Consulting	56000	INR	10-09-2026 04:53	INV-20384	Goods receipt settlement
TXN-10385	VEND-101	Global Logistics Solutions	18500	INR	22-09-2026 07:14	INV-20385	Goods receipt settlement
TXN-10386	VEND-105	Orion Manufacturing Co	34000	INR	08-09-2026 19:30	INV-20386	Goods receipt settlement
TXN-10387	VEND-102	Vertex Industrial Systems	180000	INR	03-09-2026 00:20	INV-20387	Purchase order payment
TXN-10388	VEND-102	Vertex Industrial Systems	180000	INR	18-09-2026 03:27	INV-20388	Goods receipt settlement
TXN-10389	VEND-108	Metro Facilities Pvt Ltd	42000	INR	15-09-2026 07:25	INV-20389	ERP remittance
TXN-10390	VEND-107	Prime Components India	84500	INR	10-09-2026 21:28	INV-20390	Service invoice payment
TXN-10391	VEND-101	Global Logistics Solutions	15000	INR	11-09-2026 01:42	INV-20391	Purchase order payment
TXN-10392	VEND-108	Metro Facilities Pvt Ltd	92000	INR	20-09-2026 19:36	INV-20392	Supplier invoice settlement
TXN-10393	VEND-106	Nimbus Cloud Services	18500	INR	26-09-2026 08:35	INV-20393	Supplier invoice settlement
TXN-10394	VEND-103	Apex Office Supplies	34000	INR	25-09-2026 18:04	INV-20394	Purchase order payment
TXN-10395	VEND-100	TechNova India Pvt Ltd	15000	INR	26-09-2026 04:03	INV-20395	Purchase order payment
TXN-10396	VEND-103	Apex Office Supplies	67500	INR	16-09-2026 14:21	INV-20396	Goods receipt settlement
TXN-10397	VEND-104	BluePeak Consulting	180000	INR	26-09-2026 04:32	INV-20397	Purchase order payment
TXN-10398	VEND-102	Vertex Industrial Systems	18500	INR	15-09-2026 13:50	INV-20398	Supplier invoice settlement
TXN-10399	VEND-105	Orion Manufacturing Co	15000	INR	23-09-2026 11:12	INV-20399	Goods receipt settlement
TXN-10400	VEND-100	TechNova India Pvt Ltd	125000	INR	30-09-2026 23:22	INV-20400	Supplier invoice settlement
TXN-10401	VEND-104	BluePeak Consulting	27500	INR	10-09-2026 22:44	INV-20401	Purchase order payment
TXN-10402	VEND-100	TechNova India Pvt Ltd	15000	INR	21-09-2026 05:28	INV-20402	Supplier invoice settlement
TXN-10403	VEND-103	Apex Office Supplies	34000	INR	17-09-2026 12:08	INV-20403	Purchase order payment
TXN-10404	VEND-107	Prime Components India	8500	INR	28-09-2026 11:29	INV-20404	Service invoice payment
TXN-10405	VEND-102	Vertex Industrial Systems	15000	INR	24-09-2026 00:18	INV-20405	Goods receipt settlement
TXN-10406	VEND-103	Apex Office Supplies	125000	INR	09-09-2026 14:37	INV-20406	Goods receipt settlement
TXN-10407	VEND-101	Global Logistics Solutions	125000	INR	19-09-2026 07:02	INV-20407	Goods receipt settlement
TXN-10408	VEND-104	BluePeak Consulting	34000	INR	26-09-2026 01:52	INV-20408	Supplier invoice settlement
TXN-10409	VEND-101	Global Logistics Solutions	27500	INR	05-09-2026 10:08	INV-20409	ERP remittance
TXN-10410	VEND-106	Nimbus Cloud Services	180000	INR	12-09-2026 15:27	INV-20410	Supplier invoice settlement
TXN-10411	VEND-107	Prime Components India	67500	INR	17-09-2026 11:21	INV-20411	ERP remittance
TXN-10412	VEND-106	Nimbus Cloud Services	84500	INR	29-09-2026 01:01	INV-20412	ERP remittance
TXN-10413	VEND-102	Vertex Industrial Systems	56000	INR	02-09-2026 18:24	INV-20413	ERP remittance
TXN-10414	VEND-104	BluePeak Consulting	92000	INR	04-09-2026 08:18	INV-20414	Service invoice payment
TXN-10415	VEND-100	TechNova India Pvt Ltd	125000	INR	10-09-2026 09:10	INV-20415	ERP remittance
TXN-10416	VEND-100	TechNova India Pvt Ltd	27500	INR	06-09-2026 15:25	INV-20416	ERP remittance
TXN-10417	VEND-104	BluePeak Consulting	125000	INR	10-09-2026 06:42	INV-20417	Supplier invoice settlement
TXN-10418	VEND-100	TechNova India Pvt Ltd	42000	INR	23-09-2026 03:53	INV-20418	Purchase order payment
TXN-10419	VEND-107	Prime Components India	15000	INR	30-09-2026 06:05	INV-20419	ERP remittance
TXN-10420	VEND-101	Global Logistics Solutions	18500	INR	16-09-2026 10:44	INV-20420	Goods receipt settlement
TXN-10421	VEND-103	Apex Office Supplies	92000	INR	05-09-2026 00:44	INV-20421	Service invoice payment
TXN-10422	VEND-102	Vertex Industrial Systems	34000	INR	04-09-2026 22:09	INV-20422	ERP remittance
TXN-10423	VEND-100	TechNova India Pvt Ltd	92000	INR	22-09-2026 10:48	INV-20423	Purchase order payment
TXN-10424	VEND-104	BluePeak Consulting	42000	INR	25-09-2026 03:55	INV-20424	ERP remittance
TXN-10425	VEND-101	Global Logistics Solutions	15000	INR	19-09-2026 00:25	INV-20425	Supplier invoice settlement
TXN-10426	VEND-103	Apex Office Supplies	125000	INR	13-09-2026 20:45	INV-20426	Purchase order payment
TXN-10427	VEND-100	TechNova India Pvt Ltd	12000	INR	19-09-2026 07:00	INV-20427	Service invoice payment
TXN-10428	VEND-106	Nimbus Cloud Services	67500	INR	10-09-2026 12:32	INV-20428	ERP remittance
TXN-10429	VEND-102	Vertex Industrial Systems	18500	INR	28-09-2026 11:28	INV-20429	Service invoice payment
TXN-10430	VEND-103	Apex Office Supplies	125000	INR	17-09-2026 17:18	INV-20430	Goods receipt settlement
TXN-10431	VEND-106	Nimbus Cloud Services	22000	INR	11-09-2026 00:23	INV-20431	Service invoice payment
TXN-10432	VEND-109	Sapphire Security Systems	84500	INR	10-09-2026 05:22	INV-20432	Supplier invoice settlement
TXN-10433	VEND-101	Global Logistics Solutions	8500	INR	27-09-2026 21:33	INV-20433	Service invoice payment
TXN-10434	VEND-107	Prime Components India	18500	INR	07-09-2026 07:21	INV-20434	ERP remittance
TXN-10435	VEND-105	Orion Manufacturing Co	12000	INR	23-09-2026 12:02	INV-20435	Service invoice payment
TXN-10436	VEND-101	Global Logistics Solutions	18500	INR	03-09-2026 05:36	INV-20436	Goods receipt settlement
TXN-10437	VEND-105	Orion Manufacturing Co	125000	INR	16-09-2026 07:49	INV-20437	ERP remittance
TXN-10438	VEND-105	Orion Manufacturing Co	125000	INR	22-09-2026 03:09	INV-20438	Supplier invoice settlement
TXN-10439	VEND-105	Orion Manufacturing Co	22000	INR	08-09-2026 23:22	INV-20439	Service invoice payment
TXN-10440	VEND-106	Nimbus Cloud Services	12000	INR	25-09-2026 15:31	INV-20440	Supplier invoice settlement
TXN-10441	VEND-102	Vertex Industrial Systems	12000	INR	06-09-2026 16:38	INV-20441	Purchase order payment
TXN-10442	VEND-105	Orion Manufacturing Co	42000	INR	22-09-2026 17:06	INV-20442	ERP remittance
TXN-10443	VEND-103	Apex Office Supplies	180000	INR	08-09-2026 03:18	INV-20443	Service invoice payment
TXN-10444	VEND-109	Sapphire Security Systems	12000	INR	03-09-2026 10:23	INV-20444	Purchase order payment
TXN-10445	VEND-108	Metro Facilities Pvt Ltd	67500	INR	07-09-2026 23:39	INV-20445	Purchase order payment
TXN-10446	VEND-108	Metro Facilities Pvt Ltd	27500	INR	11-09-2026 10:12	INV-20446	Supplier invoice settlement
TXN-10447	VEND-105	Orion Manufacturing Co	84500	INR	02-09-2026 06:55	INV-20447	Service invoice payment
TXN-10448	VEND-103	Apex Office Supplies	18500	INR	27-09-2026 13:51	INV-20448	Supplier invoice settlement
TXN-10449	VEND-109	Sapphire Security Systems	125000	INR	23-09-2026 12:06	INV-20449	ERP remittance
TXN-10450	VEND-101	Global Logistics Solutions	8500	INR	16-09-2026 05:32	INV-20450	ERP remittance
TXN-10451	VEND-105	Orion Manufacturing Co	84500	INR	15-09-2026 03:37	INV-20451	Goods receipt settlement
TXN-10452	VEND-100	TechNova India Pvt Ltd	125000	INR	14-09-2026 12:55	INV-20452	Purchase order payment
TXN-10453	VEND-106	Nimbus Cloud Services	84500	INR	14-09-2026 12:18	INV-20453	Service invoice payment
TXN-10454	VEND-108	Metro Facilities Pvt Ltd	84500	INR	10-09-2026 21:33	INV-20454	ERP remittance
TXN-10455	VEND-104	BluePeak Consulting	67500	INR	20-09-2026 14:12	INV-20455	Service invoice payment
TXN-10456	VEND-106	Nimbus Cloud Services	180000	INR	21-09-2026 08:11	INV-20456	Service invoice payment
TXN-10457	VEND-103	Apex Office Supplies	84500	INR	10-09-2026 12:48	INV-20457	Supplier invoice settlement
TXN-10458	VEND-107	Prime Components India	8500	INR	29-09-2026 01:13	INV-20458	Service invoice payment
TXN-10459	VEND-108	Metro Facilities Pvt Ltd	18500	INR	30-09-2026 06:42	INV-20459	Supplier invoice settlement
TXN-10460	VEND-103	Apex Office Supplies	22000	INR	30-09-2026 23:50	INV-20460	Purchase order payment
TXN-10461	VEND-100	TechNova India Pvt Ltd	42000	INR	25-09-2026 14:47	INV-20461	Service invoice payment
TXN-10462	VEND-100	TechNova India Pvt Ltd	84500	INR	14-09-2026 23:39	INV-20462	Goods receipt settlement
TXN-10463	VEND-103	Apex Office Supplies	180000	INR	13-09-2026 21:38	INV-20463	ERP remittance
TXN-10464	VEND-102	Vertex Industrial Systems	84500	INR	11-09-2026 20:32	INV-20464	ERP remittance
TXN-10465	VEND-105	Orion Manufacturing Co	67500	INR	28-09-2026 02:22	INV-20465	Service invoice payment
TXN-10466	VEND-102	Vertex Industrial Systems	67500	INR	08-09-2026 20:29	INV-20466	Service invoice payment
TXN-10467	VEND-101	Global Logistics Solutions	125000	INR	06-09-2026 11:41	INV-20467	Supplier invoice settlement
TXN-10468	VEND-101	Global Logistics Solutions	22000	INR	18-09-2026 03:56	INV-20468	Supplier invoice settlement
TXN-10469	VEND-109	Sapphire Security Systems	8500	INR	21-09-2026 17:32	INV-20469	Service invoice payment
TXN-10470	VEND-103	Apex Office Supplies	180000	INR	27-09-2026 05:29	INV-20470	Supplier invoice settlement
TXN-10471	VEND-100	TechNova India Pvt Ltd	84500	INR	09-09-2026 23:43	INV-20471	Service invoice payment
TXN-10472	VEND-105	Orion Manufacturing Co	67500	INR	21-09-2026 04:31	INV-20472	ERP remittance
TXN-10473	VEND-105	Orion Manufacturing Co	180000	INR	11-09-2026 20:35	INV-20473	Purchase order payment
TXN-10474	VEND-102	Vertex Industrial Systems	15000	INR	28-09-2026 09:50	INV-20474	Purchase order payment
TXN-10475	VEND-105	Orion Manufacturing Co	180000	INR	10-09-2026 08:51	INV-20475	Purchase order payment
TXN-10476	VEND-100	TechNova India Pvt Ltd	84500	INR	11-09-2026 03:24	INV-20476	Supplier invoice settlement
TXN-10477	VEND-107	Prime Components India	92000	INR	13-09-2026 23:49	INV-20477	Goods receipt settlement
TXN-10478	VEND-105	Orion Manufacturing Co	12000	INR	27-09-2026 08:08	INV-20478	Service invoice payment
TXN-10479	VEND-108	Metro Facilities Pvt Ltd	180000	INR	19-09-2026 23:04	INV-20479	ERP remittance
TXN-10480	VEND-103	Apex Office Supplies	92000	INR	23-09-2026 04:20	INV-20480	Goods receipt settlement
TXN-10481	VEND-109	Sapphire Security Systems	18500	INR	21-09-2026 15:21	INV-20481	Purchase order payment
TXN-10482	VEND-106	Nimbus Cloud Services	67500	INR	28-09-2026 13:48	INV-20482	Purchase order payment
TXN-10483	VEND-100	TechNova India Pvt Ltd	12000	INR	11-09-2026 13:22	INV-20483	Supplier invoice settlement
TXN-10484	VEND-104	BluePeak Consulting	92000	INR	24-09-2026 15:58	INV-20484	Service invoice payment
TXN-10485	VEND-102	Vertex Industrial Systems	92000	INR	22-09-2026 06:20	INV-20485	Supplier invoice settlement
TXN-10486	VEND-100	TechNova India Pvt Ltd	12000	INR	03-09-2026 05:12	INV-20486	ERP remittance
TXN-10487	VEND-107	Prime Components India	34000	INR	19-09-2026 03:42	INV-20487	ERP remittance
TXN-10488	VEND-104	BluePeak Consulting	125000	INR	14-09-2026 16:37	INV-20488	Purchase order payment
TXN-10489	VEND-103	Apex Office Supplies	180000	INR	12-09-2026 18:01	INV-20489	Supplier invoice settlement
TXN-10490	VEND-104	BluePeak Consulting	180000	INR	12-09-2026 03:23	INV-20490	Goods receipt settlement
TXN-10491	VEND-100	TechNova India Pvt Ltd	34000	INR	08-09-2026 02:54	INV-20491	Service invoice payment
TXN-10492	VEND-103	Apex Office Supplies	12000	INR	28-09-2026 17:11	INV-20492	ERP remittance
TXN-10493	VEND-103	Apex Office Supplies	18500	INR	14-09-2026 15:23	INV-20493	Goods receipt settlement
TXN-10494	VEND-101	Global Logistics Solutions	56000	INR	01-09-2026 09:23	INV-20494	ERP remittance
TXN-10495	VEND-102	Vertex Industrial Systems	84500	INR	16-09-2026 08:51	INV-20495	ERP remittance
